Time,Trigger,AngleAnkl,AngleKnee,AngleHip,SpeedAnkl,SpeedKnee,SpeedHip,MedialGastrocnemius,VastusMedialis,GluteusMaximus,DiscretizedTrigger,DiscretizedMovement,DiscretizedMedialGastrocnemius,DiscretizedVastusMedialis,DiscretizedGluteusMaximus
4642,0.15137,0.350298,0.108395,0.814051,0.258722,0.414248,0.371727,-20.0118,-22.564,-17.9072,2,3,1,1,1
4643,0.15117,0.349446,0.106651,0.813486,0.260377,0.417682,0.362827,-19.4612,-21.3542,-18.4355,2,3,1,1,1
4644,0.15176,0.348638,0.104952,0.812803,0.2621,0.420905,0.353779,-18.2927,-20.4536,-18.4695,2,3,2,1,1
4645,0.15244,0.347857,0.103286,0.812042,0.26375,0.423972,0.344987,-17.069,-20.2873,-18.2217,2,3,2,1,1
4646,0.15244,0.347101,0.101652,0.811242,0.26521,0.426991,0.336848,-16.8638,-20.8016,-18.4862,2,3,2,1,1
4647,0.15312,0.346386,0.100059,0.810388,0.266354,0.43005,0.329612,-17.3214,-21.9374,-18.7326,2,3,2,1,1
4648,0.154,0.345697,0.0985237,0.809495,0.267089,0.433132,0.323272,-18.353,-23.0007,-19.416,2,3,2,1,1
4649,0.1542,0.345001,0.0970394,0.808573,0.267368,0.436151,0.317805,-19.7524,-22.0009,-21.3271,2,3,1,1,1
4650,0.154,0.344309,0.0955794,0.807635,0.267145,0.439081,0.313406,-21.2986,-21.1511,-23.2644,2,3,1,1,1
4651,0.15449,0.343621,0.0941405,0.806681,0.266451,0.442002,0.310003,-21.4412,-21.9098,-22.4815,2,3,1,1,1
4652,0.15439,0.342918,0.0927402,0.805689,0.265391,0.444977,0.307124,-20.4473,-22.0722,-21.5094,2,3,1,1,1
4653,0.15537,0.342181,0.0913924,0.804692,0.264059,0.447971,0.304321,-19.561,-21.4154,-20.9778,2,3,1,1,1
4654,0.15488,0.341397,0.0900978,0.803707,0.262539,0.450948,0.301206,-18.2621,-20.4624,-22.0657,2,3,2,1,1
4655,0.15615,0.340586,0.0888268,0.802698,0.260942,0.453915,0.297502,-18.1129,-19.9486,-23.336,2,3,2,2,1
4656,0.15645,0.339744,0.0875641,0.80169,0.259386,0.45691,0.293397,-18.3157,-20.3837,-23.4032,2,3,2,1,1
4657,0.15615,0.33884,0.0863361,0.8007,0.257951,0.459955,0.289125,-18.2515,-20.9158,-21.796,2,3,2,1,1
4658,0.15576,0.337897,0.0851742,0.799683,0.256715,0.462994,0.284736,-18.8479,-20.7512,-19.6735,2,3,1,1,1
4659,0.15527,0.336955,0.0840753,0.79862,0.255775,0.466,0.280528,-20.9076,-20.9022,-18.2009,2,3,1,1,1
4660,0.15596,0.336017,0.0830062,0.797483,0.255201,0.46903,0.276935,-23.8298,-21.6686,-17.4924,2,3,1,1,1
4661,0.15596,0.335079,0.0819684,0.79624,0.254964,0.472144,0.27422,-23.2332,-22.1298,-17.39,2,3,1,1,1
4662,0.15605,0.334133,0.0809718,0.794929,0.254968,0.475345,0.272381,-21.8246,-22.8067,-17.5354,2,3,1,1,1
4663,0.15576,0.333194,0.0800139,0.793642,0.255195,0.478547,0.271279,-21.573,-23.4559,-17.7497,2,3,1,1,1
4664,0.15654,0.332275,0.079092,0.79239,0.255612,0.481669,0.271085,-22.5248,-23.8556,-18.5432,2,3,1,1,1
4665,0.15645,0.331365,0.0781933,0.791121,0.256088,0.48469,0.272036,-21.7629,-23.5797,-18.9797,2,3,1,1,1
4666,0.15674,0.330478,0.0773372,0.789897,0.256514,0.487662,0.273918,-21.4214,-22.8803,-19.0341,2,3,1,1,1
4667,0.15732,0.32962,0.0765496,0.788785,0.256849,0.490664,0.276486,-21.4461,-22.428,-19.5886,2,3,1,1,1
4668,0.15791,0.328761,0.0758205,0.787725,0.257074,0.493701,0.279554,-21.5599,-22.5184,-19.6057,2,3,1,1,1
4669,0.1583,0.327883,0.0751202,0.786642,0.25719,0.496775,0.282754,-21.9408,-22.2997,-19.1822,2,3,1,1,1
4670,0.15801,0.327011,0.0744339,0.785538,0.257205,0.49988,0.285805,-22.2804,-22.0122,-18.9909,2,3,1,1,1
4671,0.15801,0.326147,0.0737794,0.784462,0.257166,0.503005,0.288711,-21.7152,-21.8135,-18.7623,2,3,1,1,1
4672,0.1584,0.325272,0.073161,0.783414,0.257139,0.506154,0.291496,-20.7921,-21.7171,-18.9055,2,3,1,1,1
4673,0.1585,0.324382,0.0725818,0.782335,0.257164,0.50929,0.294015,-19.7915,-21.4478,-18.477,2,3,1,1,1
4674,0.15879,0.323474,0.072054,0.78124,0.257281,0.512409,0.296422,-19.0067,-21.1389,-18.0578,2,3,1,1,1
4675,0.15918,0.322555,0.0715769,0.78018,0.257516,0.51554,0.299154,-18.6401,-21.0981,-18.6895,2,3,1,1,1
4676,0.15908,0.32164,0.0711491,0.77916,0.257881,0.518659,0.302241,-18.9987,-20.7949,-19.7663,2,3,1,1,1
4677,0.15889,0.320741,0.0707586,0.778182,0.258399,0.521693,0.305369,-19.9909,-20.5354,-20.2771,2,3,1,1,1
4678,0.15908,0.31987,0.0704051,0.777225,0.259136,0.524587,0.308292,-21.3076,-20.5885,-20.6758,2,3,1,1,1
4679,0.15928,0.319023,0.0700977,0.77628,0.260139,0.527316,0.310977,-21.8105,-21.0922,-20.1873,2,3,1,1,1
4680,0.15928,0.3182,0.0698334,0.775363,0.261379,0.529862,0.313323,-20.7316,-21.1831,-20.0557,2,3,1,1,1
4681,0.15957,0.317389,0.0696091,0.774484,0.262788,0.532232,0.314976,-19.3548,-21.2903,-20.0976,2,3,1,1,1
4682,0.15908,0.316568,0.0694113,0.773633,0.264283,0.534435,0.315638,-18.8555,-22.1986,-20.0234,2,3,1,1,1
4683,0.15986,0.315762,0.0692181,0.772768,0.265786,0.536462,0.315115,-19.4186,-23.1688,-19.1303,2,3,1,1,1
4684,0.16045,0.315,0.0690315,0.771878,0.267243,0.538297,0.313423,-20.5937,-23.9069,-18.1091,2,3,1,1,1
4685,0.16045,0.314286,0.0688736,0.77098,0.26867,0.539893,0.3109,-21.3985,-24.3585,-17.8558,2,3,1,1,1
4686,0.15996,0.313612,0.068742,0.770072,0.270122,0.541223,0.307715,-21.7211,-24.4974,-17.6742,2,3,1,1,1
4687,0.15996,0.312961,0.0686343,0.769131,0.271595,0.542282,0.303767,-22.352,-25.3116,-17.8528,2,3,1,1,1
4688,0.15996,0.31232,0.0685585,0.768153,0.273046,0.543079,0.298953,-21.6914,-26.7079,-18.7823,2,3,1,1,1
4689,0.15967,0.311685,0.0685002,0.767136,0.274433,0.543704,0.293266,-20.6767,-29.2053,-19.5643,2,3,1,1,1
4690,0.16055,0.311056,0.0684472,0.766041,0.275719,0.544234,0.286716,-20.8503,-26.2085,-19.4362,2,3,1,1,1
4691,0.16055,0.310432,0.0683891,0.7649,0.276906,0.544671,0.279403,-20.8346,-24.559,-19.5509,2,3,1,1,1
4692,0.16025,0.30984,0.0683175,0.763776,0.27804,0.545036,0.271791,-20.9979,-23.5397,-19.0737,2,3,1,1,1
4693,0.15986,0.309293,0.0682355,0.76265,0.279167,0.545385,0.2644,-20.9269,-22.9366,-18.5006,2,3,1,1,1
4694,0.15986,0.308762,0.0681359,0.761459,0.280299,0.545728,0.257573,-20.4608,-23.0236,-17.7523,2,3,1,1,1
4695,0.15937,0.308224,0.0680229,0.760177,0.281421,0.546058,0.251554,-20.2127,-23.3286,-17.3075,2,3,1,1,1
4696,0.15937,0.307689,0.067931,0.758798,0.282522,0.546399,0.246505,-20.8045,-24.114,-17.275,2,3,1,1,1
4697,0.15918,0.30718,0.0678683,0.757318,0.283608,0.546783,0.242585,-20.5997,-24.5119,-17.8852,2,3,1,1,1
4698,0.15928,0.306702,0.0678208,0.755789,0.28465,0.547236,0.239867,-19.531,-24.3533,-18.7938,2,3,1,1,1
4699,0.15918,0.306248,0.0677968,0.754306,0.285588,0.5477,0.238386,-19.7505,-25.0811,-19.3439,2,3,1,1,1
4700,0.15937,0.30581,0.067793,0.752877,0.286432,0.548091,0.23824,-21.5801,-25.0383,-19.0654,2,3,1,1,1
4701,0.15957,0.305372,0.0677856,0.751467,0.287232,0.548423,0.23935,-21.3013,-23.6866,-18.8576,2,3,1,1,1
4702,0.16035,0.304932,0.0677652,0.750082,0.287999,0.548675,0.241306,-19.9271,-22.3588,-18.8683,2,3,1,1,1
4703,0.15928,0.304506,0.067734,0.748717,0.288708,0.548787,0.243556,-20.0086,-21.5644,-18.5071,2,3,1,1,1
4704,0.15957,0.304107,0.0677046,0.747381,0.28935,0.548771,0.245529,-21.0122,-20.8801,-18.2203,2,3,1,1,1
4705,0.15957,0.303717,0.0676873,0.746105,0.289965,0.548672,0.246647,-21.4343,-20.6128,-17.9886,2,3,1,1,1
4706,0.15928,0.303321,0.0676508,0.744865,0.290623,0.548511,0.246856,-20.6829,-20.667,-17.9082,2,3,1,1,1
4707,0.15977,0.302925,0.0675895,0.743616,0.291391,0.548336,0.246709,-19.5802,-21.3615,-18.3706,2,3,1,1,1
4708,0.15928,0.302536,0.0675481,0.742331,0.292282,0.548216,0.246455,-20.1541,-22.6283,-18.8698,2,3,1,1,1
4709,0.15957,0.302159,0.0675231,0.740997,0.293262,0.548187,0.245985,-21.7056,-23.3482,-19.0543,2,3,1,1,1
4710,0.15957,0.301795,0.0674917,0.739611,0.294328,0.548273,0.245144,-22.2397,-22.9823,-19.2153,2,3,1,1,1
4711,0.15977,0.30145,0.0674553,0.738181,0.295513,0.548505,0.243678,-21.3917,-22.6505,-19.119,2,3,1,1,1
4712,0.15996,0.301124,0.0674154,0.736718,0.296845,0.548916,0.241631,-20.7683,-21.7439,-19.1617,2,3,1,1,1
4713,0.15957,0.300829,0.067373,0.735299,0.298298,0.549545,0.239432,-19.8704,-20.3715,-18.9728,2,3,1,1,1
4714,0.15986,0.300575,0.0673292,0.733979,0.299834,0.550353,0.237523,-19.0322,-19.1769,-19.3977,2,3,1,2,1
4715,0.15957,0.300338,0.0672951,0.732683,0.301417,0.551268,0.236136,-19.2199,-18.4424,-19.1974,2,3,1,2,1
4716,0.16084,0.30011,0.0672798,0.731356,0.303015,0.552281,0.235252,-20.8683,-17.9586,-18.6664,2,3,1,2,1
4717,0.16025,0.299911,0.0672907,0.729974,0.30463,0.553398,0.234845,-21.8361,-17.9833,-18.2226,2,3,1,2,1
4718,0.15996,0.299751,0.0673336,0.728508,0.306276,0.554632,0.234748,-20.316,-18.2289,-18.0093,2,3,1,2,1
4719,0.15957,0.299614,0.0674026,0.727005,0.307918,0.55597,0.234348,-18.8772,-18.8514,-17.8775,2,3,1,2,1
4720,0.15977,0.29949,0.0674925,0.725515,0.309473,0.5574,0.233142,-19.0144,-19.9116,-17.5263,2,3,1,2,1
4721,0.16045,0.299388,0.0675986,0.724062,0.31086,0.558925,0.231506,-19.9765,-21.0105,-17.2813,2,3,1,1,1
4722,0.15986,0.299306,0.0677168,0.722646,0.312008,0.560518,0.230376,-20.7304,-22.1106,-17.7674,2,3,1,1,1
4723,0.15967,0.299242,0.067833,0.721242,0.31284,0.562189,0.230334,-21.7592,-22.8594,-18.1364,2,3,1,1,1
4724,0.15957,0.299214,0.0679563,0.719871,0.313306,0.563993,0.23148,-22.4775,-22.7633,-18.362,2,3,1,1,1
4725,0.15898,0.299226,0.0681142,0.718513,0.313399,0.566003,0.233551,-22.0884,-23.035,-18.7446,2,3,1,1,1
4726,0.15889,0.299253,0.068299,0.717059,0.31315,0.568299,0.236053,-21.2919,-22.9987,-19.2859,2,3,1,1,1
4727,0.15918,0.29926,0.0685126,0.715516,0.312624,0.570943,0.238714,-20.3265,-23.0739,-19.5134,2,3,1,1,1
4728,0.15937,0.299231,0.0687668,0.714003,0.311885,0.573954,0.241448,-19.5428,-22.9626,-18.818,2,3,1,1,1
4729,0.15957,0.299152,0.0690513,0.712594,0.311017,0.577332,0.244301,-19.4191,-21.6989,-19.162,2,3,1,1,1
4730,0.15918,0.299032,0.0693764,0.711288,0.310095,0.581091,0.247466,-19.7309,-21.1134,-20.3056,2,3,1,1,1
4731,0.15879,0.29889,0.0697605,0.71004,0.30921,0.585167,0.251098,-19.8672,-21.9875,-21.0931,2,3,1,1,1
4732,0.15879,0.298722,0.0702088,0.708801,0.308529,0.589437,0.255392,-19.2482,-22.0549,-22.6004,2,3,1,1,1
4733,0.15889,0.298534,0.0707248,0.707557,0.308261,0.593834,0.260213,-18.5537,-20.8635,-22.7324,2,3,1,1,1
4734,0.15947,0.298352,0.0713104,0.706321,0.308537,0.598296,0.264729,-18.6977,-20.9,-22.3451,2,3,1,1,1
4735,0.15898,0.298188,0.0719561,0.705087,0.309375,0.602736,0.267994,-19.704,-21.0503,-21.4375,2,3,1,1,1
4736,0.1585,0.298041,0.0726622,0.703859,0.310749,0.607112,0.269542,-20.0922,-20.9158,-20.0751,2,3,1,1,1
4737,0.15869,0.297911,0.0734474,0.702667,0.312553,0.611413,0.269474,-20.2556,-20.6702,-18.8464,2,3,1,1,1
4738,0.15898,0.297807,0.0742977,0.701532,0.314585,0.615624,0.268236,-20.0107,-20.3999,-18.3876,2,3,1,1,1
4739,0.15889,0.297755,0.0751809,0.700446,0.31667,0.619729,0.266221,-19.8531,-20.369,-17.7548,2,3,1,1,1
4740,0.1585,0.297776,0.0760984,0.699353,0.318702,0.623697,0.263608,-20.3855,-20.2628,-17.031,2,3,1,1,1
4741,0.15859,0.29786,0.0770609,0.698202,0.320596,0.627488,0.260512,-21.4388,-20.5394,-16.2496,2,3,1,1,2
4742,0.1585,0.297986,0.0780573,0.696964,0.322282,0.631081,0.257092,-22.4897,-21.3104,-15.9559,2,3,1,1,2
4743,0.15791,0.298154,0.0790974,0.695622,0.323713,0.634444,0.253282,-24.6337,-22.1996,-16.2594,2,3,1,1,2
4744,0.15732,0.298344,0.080209,0.694209,0.324828,0.637559,0.248763,-24.9728,-22.6616,-16.79,2,3,1,1,1
4745,0.15723,0.298501,0.0813848,0.692788,0.325538,0.640419,0.243516,-22.8619,-23.2872,-17.4188,2,3,1,1,1
4746,0.15723,0.298618,0.0826066,0.691381,0.325806,0.642956,0.237895,-21.7648,-23.3948,-17.9266,2,3,1,1,1
4747,0.15703,0.298741,0.0838583,0.689984,0.325711,0.645073,0.232264,-21.4241,-22.8666,-17.9003,2,3,1,1,1
4748,0.15674,0.298876,0.0851272,0.688599,0.325382,0.646726,0.227019,-21.9036,-21.7445,-17.9364,2,3,1,1,1
4749,0.15664,0.29901,0.0864126,0.687223,0.32492,0.647914,0.222418,-22.3059,-20.183,-18.1001,2,3,1,1,1
4750,0.15703,0.299141,0.0877135,0.68581,0.324401,0.648651,0.218307,-22.6031,-18.9536,-18.3584,2,3,1,2,1
4751,0.15674,0.299258,0.089029,0.684285,0.323912,0.64902,0.21441,-21.2501,-18.0806,-18.3698,2,3,1,2,1
4752,0.15625,0.299341,0.0903378,0.682673,0.323495,0.64922,0.210674,-20.5273,-18.3854,-18.2216,2,3,1,2,1
4753,0.15684,0.299403,0.0916116,0.681021,0.323094,0.649503,0.207246,-21.0236,-19.8015,-18.5615,2,3,1,2,1
4754,0.15684,0.299477,0.0928583,0.67933,0.322659,0.650084,0.204315,-23.3433,-21.9012,-19.7967,2,3,1,1,1
4755,0.15625,0.299559,0.0940948,0.677658,0.322196,0.651075,0.201867,-23.47,-22.9321,-21.8758,2,3,1,1,1
4756,0.15615,0.299639,0.0953252,0.676032,0.321751,0.65251,0.199817,-22.0914,-23.2905,-22.9475,2,3,1,1,1
4757,0.15625,0.299716,0.0965625,0.674399,0.321375,0.654373,0.198299,-21.8407,-24.8656,-21.8416,2,3,1,1,1
4758,0.15654,0.299789,0.0978264,0.672763,0.321093,0.656616,0.197216,-21.3388,-24.8888,-19.8994,2,3,1,1,1
4759,0.15625,0.299847,0.0991443,0.671151,0.320901,0.659203,0.196087,-20.7804,-25.2154,-19.3559,2,3,1,1,1
4760,0.15615,0.299893,0.100549,0.669557,0.320754,0.66206,0.194638,-20.9555,-25.9283,-20.4554,2,3,1,1,1
4761,0.15596,0.299937,0.102044,0.667969,0.320603,0.665016,0.19275,-21.5198,-25.2946,-21.0961,2,3,1,1,1
4762,0.15586,0.29997,0.103603,0.666339,0.320508,0.667897,0.190209,-21.326,-24.1472,-20.7703,2,3,1,1,1
4763,0.15566,0.300001,0.105203,0.664642,0.320546,0.670591,0.187099,-21.2076,-22.4864,-19.9832,2,3,1,1,1
4764,0.15605,0.30005,0.106824,0.662922,0.320738,0.672977,0.183684,-21.0698,-20.7507,-18.913,2,3,1,1,1
4765,0.15605,0.300103,0.108449,0.661172,0.321119,0.674971,0.180053,-19.7604,-19.014,-17.9697,2,3,1,2,1
4766,0.15576,0.300161,0.110086,0.659384,0.321722,0.676597,0.176436,-18.6882,-17.6896,-17.8789,2,3,1,2,1
4767,0.15547,0.300222,0.111738,0.657591,0.322514,0.677949,0.173303,-18.6875,-17.2734,-18.2011,2,3,1,2,1
4768,0.15527,0.300274,0.113391,0.655788,0.323437,0.679128,0.171033,-18.8701,-18.0485,-17.837,2,3,1,2,1
4769,0.15527,0.300347,0.115038,0.653955,0.324413,0.680206,0.169894,-18.9453,-18.8406,-17.0396,2,3,1,2,1
4770,0.15498,0.300456,0.116697,0.652102,0.325368,0.681279,0.169947,-19.1793,-19.0832,-16.5909,2,3,1,2,2
4771,0.15498,0.300583,0.11836,0.650234,0.32631,0.682482,0.171032,-19.0057,-19.1471,-16.4038,2,3,1,2,2
4772,0.15488,0.300743,0.120034,0.648361,0.32728,0.683915,0.173037,-18.7094,-18.9303,-17.422,2,3,1,2,1
4773,0.15469,0.300937,0.121753,0.646515,0.328241,0.685574,0.175709,-18.2297,-19.0476,-19.7331,2,3,2,2,1
4774,0.15469,0.301146,0.123523,0.644727,0.329155,0.687414,0.178621,-17.9867,-19.0894,-21.0794,2,3,2,2,1
4775,0.15439,0.301357,0.12531,0.642986,0.32999,0.689398,0.181524,-18.2169,-18.9458,-21.0448,2,3,2,2,1
4776,0.1541,0.301547,0.127087,0.641283,0.330669,0.691475,0.184444,-18.2229,-19.0254,-21.6103,2,3,2,2,1
4777,0.15391,0.301727,0.12888,0.639626,0.331156,0.693597,0.187575,-18.6455,-18.7899,-21.1174,2,3,1,2,1
4778,0.15391,0.301935,0.13073,0.638002,0.331467,0.695734,0.191108,-19.3423,-18.6498,-20.0764,2,3,1,2,1
4779,0.15361,0.302172,0.132643,0.636389,0.331647,0.697796,0.194988,-18.2866,-19.2688,-19.28,2,3,2,2,1
4780,0.15352,0.302409,0.134591,0.634762,0.331809,0.699684,0.198915,-17.9197,-20.8713,-19.2792,2,3,2,1,1
4781,0.15283,0.302644,0.136549,0.633091,0.332067,0.701423,0.202618,-19.014,-21.8755,-18.8766,2,3,1,1,1
4782,0.15273,0.302883,0.138515,0.631383,0.332441,0.703056,0.205928,-21.301,-22.1138,-17.719,2,3,1,1,1
4783,0.15244,0.303112,0.1405,0.629703,0.332867,0.704503,0.208839,-21.9915,-21.917,-16.7731,2,3,1,1,1
4784,0.15234,0.303319,0.142513,0.628123,0.333245,0.705622,0.211675,-20.4171,-21.1563,-16.5604,2,3,1,1,2
4785,0.15215,0.303516,0.144551,0.62665,0.333547,0.706364,0.214565,-19.7508,-19.8291,-16.4417,2,3,1,2,2
4786,0.15205,0.30373,0.146589,0.625233,0.333842,0.70678,0.21729,-21.2761,-18.9818,-16.453,2,3,1,2,2
4787,0.15195,0.303986,0.148619,0.623814,0.334172,0.706939,0.2197,-23.3718,-18.7105,-16.5083,2,3,1,2,2
4788,0.15156,0.304284,0.150661,0.622361,0.334542,0.706878,0.221488,-21.4547,-19.2211,-16.4198,2,3,1,2,2
4789,0.15166,0.304592,0.152714,0.620859,0.335004,0.706622,0.222316,-19.9456,-19.9756,-16.1367,2,3,1,2,2
4790,0.15137,0.304875,0.154745,0.619341,0.335624,0.7062,0.222258,-19.7023,-19.4316,-15.9802,2,3,1,2,2
4791,0.15098,0.305131,0.15675,0.617891,0.336394,0.705625,0.221672,-19.6625,-18.2193,-16.163,2,3,1,2,2
4792,0.15127,0.305393,0.158743,0.616455,0.337224,0.704929,0.220975,-19.1533,-16.5143,-16.5359,2,3,1,2,2
4793,0.15107,0.305674,0.160726,0.61496,0.338028,0.704141,0.220583,-18.8345,-15.3434,-17.5337,2,3,1,2,1
4794,0.15098,0.305959,0.162691,0.613435,0.3388,0.703228,0.220733,-18.9367,-15.0246,-18.8416,2,3,1,3,1
4795,0.15068,0.306252,0.164644,0.611863,0.339577,0.702181,0.22142,-18.6364,-15.4133,-19.807,2,3,1,2,1
4796,0.15039,0.306587,0.166599,0.610265,0.340393,0.701094,0.222458,-18.4086,-16.2438,-20.3417,2,3,1,2,1
4797,0.15,0.306971,0.168558,0.608739,0.341272,0.700082,0.223649,-18.5576,-16.7132,-20.4301,2,3,1,2,1
4798,0.1498,0.307382,0.170503,0.607294,0.342203,0.699186,0.225087,-19.2861,-16.7647,-20.9321,2,3,1,2,1
4799,0.14971,0.30779,0.172426,0.605871,0.34317,0.698404,0.227067,-20.8803,-16.8403,-22.0828,2,3,1,2,1
4800,0.14941,0.308189,0.174323,0.604451,0.344192,0.697736,0.22952,-22.3732,-16.901,-22.7209,2,3,1,2,1
4801,0.14912,0.308593,0.176181,0.603032,0.345304,0.697173,0.232138,-22.7663,-16.988,-21.9062,2,3,1,2,1
4802,0.14893,0.308998,0.178019,0.601615,0.34651,0.696697,0.234646,-22.7485,-17.124,-20.762,2,3,1,2,1
4803,0.14873,0.309396,0.179865,0.60019,0.347808,0.696343,0.236559,-21.4633,-17.2174,-19.8924,2,3,1,2,1
4804,0.14834,0.309812,0.18173,0.598777,0.349262,0.696185,0.237421,-20.4301,-17.4037,-19.4097,2,3,1,2,1
4805,0.14805,0.310265,0.183614,0.597418,0.350954,0.696267,0.237071,-20.6749,-17.9271,-19.2003,2,3,1,2,1
4806,0.14805,0.310763,0.185506,0.596077,0.352878,0.696614,0.235455,-21.1769,-18.781,-18.7471,2,3,1,2,1
4807,0.14756,0.311302,0.187395,0.594717,0.354934,0.697255,0.232548,-22.4248,-19.6539,-18.3841,2,3,1,2,1
4808,0.14727,0.311877,0.189276,0.593361,0.356976,0.698183,0.228334,-24.8726,-20.3526,-18.372,2,3,1,1,1
4809,0.14697,0.312494,0.191154,0.591991,0.358831,0.699367,0.223022,-25.5852,-20.8653,-18.0636,2,3,1,1,1
4810,0.14668,0.313147,0.193051,0.590578,0.360281,0.700856,0.217095,-24.4337,-21.6197,-17.9295,2,3,1,1,1
4811,0.14619,0.313841,0.194976,0.589105,0.36113,0.702705,0.210838,-25.8315,-22.6201,-18.9757,2,3,1,1,1
4812,0.14639,0.314579,0.196916,0.587529,0.361329,0.704872,0.204502,-24.0136,-23.6593,-19.6243,2,3,1,1,1
4813,0.1459,0.315333,0.198881,0.585839,0.360945,0.707269,0.198603,-21.8266,-24.4307,-19.6309,2,3,1,1,1
4814,0.14619,0.316081,0.20089,0.584083,0.360059,0.709825,0.193596,-20.7742,-24.2854,-18.9641,2,3,1,1,1
4815,0.14551,0.316801,0.202936,0.582273,0.358731,0.712478,0.189568,-20.47,-23.3391,-18.1445,2,3,1,1,1
4816,0.14551,0.317459,0.205033,0.580456,0.357036,0.715154,0.18633,-20.4173,-23.118,-17.6366,2,3,1,1,1
4817,0.14512,0.318023,0.207212,0.5787,0.355135,0.717784,0.183949,-19.9907,-23.3141,-17.4374,2,3,1,1,1
4818,0.14512,0.318503,0.209459,0.576974,0.353247,0.720325,0.182842,-19.2964,-23.0032,-16.6602,2,3,1,1,1
4819,0.14463,0.318944,0.211721,0.575252,0.35158,0.722717,0.183304,-18.9402,-23.0619,-16.008,2,3,1,1,2
4820,0.14434,0.319386,0.21397,0.573552,0.350285,0.724889,0.185166,-18.9022,-23.4998,-15.7287,2,3,1,1,2
4821,0.14385,0.319823,0.216227,0.571895,0.349447,0.726824,0.188005,-19.0166,-23.9459,-16.1369,2,3,1,1,2
4822,0.14365,0.32024,0.218507,0.570235,0.349144,0.728567,0.191529,-19.4789,-23.8191,-17.3123,2,3,1,1,1
4823,0.14326,0.320643,0.220813,0.568481,0.349436,0.730168,0.195567,-20.6056,-23.4956,-18.9312,2,3,1,1,1
4824,0.14336,0.321069,0.223149,0.566703,0.350338,0.731679,0.200134,-22.0417,-24.3915,-20.5497,2,3,1,1,1
4825,0.14268,0.321555,0.225506,0.565018,0.351802,0.733191,0.205158,-23.4279,-23.6293,-21.7411,2,3,1,1,1
4826,0.14258,0.322094,0.227865,0.563435,0.353698,0.734784,0.210282,-23.9562,-22.8118,-21.9938,2,3,1,1,1
4827,0.14248,0.322649,0.230233,0.561914,0.355917,0.736458,0.215238,-23.0425,-22.8215,-21.2564,2,3,1,1,1
4828,0.14258,0.323209,0.232623,0.560426,0.358428,0.738132,0.219885,-22.7658,-21.6858,-19.6098,2,3,1,1,1
4829,0.14229,0.323797,0.235048,0.55897,0.361161,0.739744,0.224137,-22.3381,-20.6002,-20.5636,2,3,1,1,1
4830,0.14199,0.324428,0.237516,0.557578,0.36401,0.741254,0.227661,-21.9342,-20.5955,-22.197,2,3,1,1,1
4831,0.14141,0.325126,0.240014,0.556256,0.366889,0.742648,0.229806,-21.8913,-21.1577,-20.1859,2,3,1,1,1
4832,0.1417,0.325909,0.242521,0.554919,0.369747,0.743928,0.230349,-22.7881,-21.3274,-18.2783,2,3,1,1,1
4833,0.1417,0.326742,0.245039,0.553518,0.372587,0.745014,0.229637,-22.7735,-20.7642,-17.8122,2,3,1,1,1
4834,0.14131,0.327606,0.247579,0.552094,0.375393,0.745763,0.228181,-21.7276,-20.5234,-17.6526,2,3,1,1,1
4835,0.14053,0.328511,0.25013,0.550652,0.378025,0.746101,0.226436,-20.6321,-21.0305,-17.6558,2,3,1,1,1
4836,0.14014,0.329447,0.252685,0.549178,0.380278,0.746018,0.224699,-20.1929,-20.7455,-17.8845,2,3,1,1,1
4837,0.14004,0.330414,0.255235,0.547652,0.382028,0.745538,0.223129,-19.7402,-19.7361,-18.2882,2,3,1,2,1
4838,0.14004,0.331424,0.257786,0.54609,0.383275,0.744735,0.221908,-19.7971,-19.5449,-18.5384,2,3,1,2,1
4839,0.13896,0.332465,0.260339,0.544531,0.384128,0.743649,0.221309,-19.8502,-20.1915,-17.8397,2,3,1,1,1
4840,0.13867,0.333527,0.262859,0.54298,0.384722,0.74225,0.221307,-19.5295,-21.0388,-17.0012,2,3,1,1,1
4841,0.13848,0.334601,0.265324,0.541458,0.385076,0.74056,0.221681,-19.5441,-21.0495,-17.0051,2,3,1,1,1
4842,0.13828,0.335651,0.267756,0.539986,0.385146,0.7387,0.222435,-20.0079,-21.0543,-16.9999,2,3,1,1,1
4843,0.13779,0.336643,0.270167,0.538557,0.384932,0.736783,0.223586,-20.5345,-20.8325,-16.8336,2,3,1,1,1
4844,0.1373,0.337595,0.272553,0.537137,0.384448,0.734879,0.225017,-21.0379,-19.8048,-16.6744,2,3,1,2,1
4845,0.13701,0.338546,0.274924,0.535694,0.383762,0.733023,0.226616,-21.0601,-19.7459,-16.363,2,3,1,2,2
4846,0.13662,0.339533,0.277266,0.534231,0.383031,0.731245,0.228232,-20.784,-20.2616,-16.622,2,3,1,1,2
4847,0.13652,0.340543,0.279561,0.532761,0.382392,0.729557,0.22961,-22.6272,-20.6552,-17.1696,2,3,1,1,1
4848,0.13584,0.341539,0.281824,0.531288,0.381896,0.727894,0.230815,-23.1042,-20.9146,-17.5033,2,3,1,1,1
4849,0.13623,0.342498,0.284088,0.529834,0.381579,0.726162,0.232176,-21.8985,-21.1805,-17.555,2,3,1,1,1
4850,0.13594,0.343423,0.286358,0.528399,0.381448,0.724271,0.233814,-21.354,-21.4342,-18.3064,2,3,1,1,1
